,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.1695654,-1.140671,1.618998,11.655,6.464,6.579,8.387,2.195,5.591,2.567,6.602,2.632,5.842,2.983,2.448,2.967,3.939,2.691,3.562,2.967,2.371,1.634,3.154,3.886,3.336,2.809,1.274,3.134,2.884,1.853,2.304,2.382,1.664,2.336,1.407,1.916,2.032,1.538,1.579,2.728,2.094,
252.000,1.757079,2.071133,0.3725323,6.33053,6.056,9.593,6.583,3.589,6.67,2.652,4.052,3.535,3.481,1.707,1.73,4.463,3.132,0.891,2.665,1.712,1.64,2.211,1.573,2.127,2.335,1.831,2.037,1.087,1.533,2.714,2.36,1.691,1.891,2.525,2.34,1.448,1.063,2.14,1.933,1.838,0.951,
253.000,1.050477,0.4598372,-1.193082,6.737417,7.529,2.545,2.563,3.521,2.521,4.211,2.16,3.568,1.922,3.289,2.712,2.315,3.776,2.635,1.725,3.255,1.055,1.226,2.474,2.95,2.551,1.868,1.81,2.334,3.034,1.964,1.668,1.37,2.797,2.052,1.568,1.155,2.166,1.215,2.025,1.507,0.897,
254.000,0.5534306,1.862483,-2.080572,5.722705,10.532,13.483,2.213,7.464,4.66,4.673,5.337,2.466,5.042,2.639,1.222,3.064,3.356,2.937,2.309,1.532,1.402,1.791,1.683,2.55,1.71,2.467,1.711,2.486,0.566,2.525,1.674,1.696,1.229,1.821,1.293,2.059,1.289,1.89,1.502,2.098,1.27,
255.000,2.724228,2.920667,-0.4466749,10.11156,3.626,3.792,4.524,4.159,0.993,3.904,3.485,3.4,2.27,2.362,2.815,2.29,1.273,1.888,0.919,1.484,2.352,1.996,1.344,2.632,2.924,1.934,2.404,1.525,1.222,1.133,1.98,1.157,1.686,1.632,1.168,2.013,1.334,1.746,1.877,1.371,1.094,
256.000,3.390996,3.406656,-0.6755843,8.607215,5.824,5.302,4.966,5.451,3.158,3.589,1.786,3.61,2.394,2.786,1.992,1.368,2.31,1.272,1.982,1.661,2.104,2.382,1.555,2.485,1.874,2.077,1.616,2.4,2.495,2.15,1.496,1.257,1.648,1.484,1.429,1.291,1.143,1.879,1.675,1.986,1.118,
257.000,3.73065,3.153307,-0.8580001,10.66416,5.605319,7.698,3.153,5.07,3.802,4.24,2.852,6.643,3.28,2.295,1.487,3.246,1.569,1.83,1.042,2.668,1.607,2.388,1.892,1.438,1.424,1.894,1.189,1.762,1.577,1.804,1.658,0.989,1.273,1.779,2.157,1.489,1.556,1.255,2.007,1.081,1.285,
258.000,5.420529,6.02219,-1.167533,14.30501,6.200754,5.555,4.135,2.887,1.949,1.651,3.198,1.468,2.83,2.628,1.958,2.4,3.104,1.978,2.743,1.866,1.35,2.344,2.553,1.855,1.782,1.099,2.074,1.131,0.697,1.122,1.818,1.134,1.724,1.383,1.576,0.982,1.378,1.042,1.515,1.567,1.571,
259.000,6.078674,6.720536,0.6720358,6.557827,6.679317,2.279,3.926,2.897,1.705,1.807,2.091,1.438,2.795,2.715,1.781,2.335,1.753,1.617,2.197,2.057,3.191,0.904,1.741,2.055,1.633,2.306,1.266,2.694,1.61,1.189,0.951,1.244,1.824,1.782,1.405,1.562,1.259,1.214,1.222,1.498,1.293,
