,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.5226845,-0.02873419,1.020354,11.358,12.636,7.106,9.22,4.436,5.716,5.513,5.384,4.55,2.15,3.82,2.998,2.575,2.661,2.035,4.21,3.098,2.577,2.61,2.272,3.15,2.61,1.947,2.237,2.346,3.667,2.465,2.708,2.224,2.258,2.082,1.395,1.818,2.41,2.198,1.958,1.804,1.971,
252.000,0.223371,1.942856,1.490351,9.0044,13.617,8.877,5.385,4.006,5.232,5.187,3.919,2.334,3.765,4.981,2.643,1.767,2.721,3.619,3.958,2.943,2.629,2.816,3.185,3.502,3.526,2.877,3.224,0.801,2.816,2.044,2.208,2.07,2.705,3.111,2.423,2.314,1.656,1.495,2.144,1.739,0.979,
253.000,0.02158881,0.7669167,0.9882873,10.14688,5.813,4.467,5.879,6.827,4.036,5.468,4.13,3.446,2.404,2.363,3.577,5.014,2.156,3.039,2.627,2.911,1.964,3.149,1.983,2.614,2.619,2.42,2.313,2.195,2.389,2.424,1.352,1.945,2.867,1.523,2.013,1.405,2.214,1.775,1.469,2.553,1.825,
254.000,-0.2780886,2.351652,1.82812,7.561858,4.446,7.874,8.151,3.751,5.099,3.455,2.511,3.166,3.559,2.437,2.627,2.747,3.862,1.598,1.432,2.968,2.149,1.815,1.759,3.008,1.931,2.168,1.355,2.421,1.681,2.408,1.934,2.371,1.798,1.294,1.732,1.733,1.461,1.461,1.77,1.378,3.051,
255.000,-0.366145,2.53768,1.78359,9.568847,5.306,4.587,4.601,4.75,2.437,5.751,3.285,2.964,2.818,2.446,2.004,3.546,2.597,2,2.251,2.374,2.765,2.242,1.631,1.836,2.657,1.738,1.739,1.698,1.589,1.734,1.045,0.886,1.469,1.388,1.249,1.831,1.932,1.699,1.843,2.126,0.871,
256.000,-0.06171543,3.972252,2.585081,9.70463,7.4,3.84,4.113,3.91,4.369,3.715,3.05,3.302,2.224,1.913,2.509,1.921,2.399,2.656,2.134,2.547,2.03,2.417,2.082,1.995,1.96,1.861,1.102,1.801,2.413,1.796,1.526,1.66,1.297,1.87,1.607,1.685,1.713,1.629,0.872,1.327,1.374,
257.000,0.2901893,4.60917,2.863595,11.26054,4.444371,4.601,5.476,3.753,3.288,3.494,2.686,1.955,4.29,1.268,1.362,1.669,2.448,2.799,1.689,1.647,2.577,1.255,2.793,1.595,2.234,2.957,2.165,1.745,1.461,1.864,1.71,1.146,1.273,1.722,1.583,1.118,1.51,1.545,2.392,1.713,1.316,
258.000,-0.3586518,4.127757,3.47171,13.29913,1.389356,4.699,2.831,4.26,4.295,4.565,3.406,3.015,2.16,3.581,2.39,2.055,2.475,2.207,1.31,1.554,2.421,2.429,2.039,1.846,2.241,1.393,2.127,2.424,1.459,1.656,2.039,1.566,1.768,1.859,1.687,1.297,1.679,1.929,0.935,1.745,1.429,
259.000,1.991741,5.147744,4.045144,12.60257,1.678959,6.471,7.398,3.896,4.849,3.035,3.381,3.234,2.22,1.976,0.869,2.396,2.019,2.057,1.825,2.238,2.125,1.19,1.622,3.135,2.448,1.523,1.673,2.387,1.951,1.181,1.04,1.627,1.136,1.168,1.324,1.13,1.434,1.416,1.363,1.967,1.598,
