,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,0.8959482,1.169767,-0.9803902,8.156,9.593,7.894,5.936,7.117,6.267,4.671,2.437,5.022,3.63,2.386,3.975,2.977,2.656,3.562,3.88,2.091,3.867,2.239,3.61,2.87,3.365,1.799,2.086,2.106,1.67,1.525,1.806,1.783,2.108,1.389,1.665,2.417,2.08,2.935,1.751,1.346,2.221,
252.000,0.1209952,1.88732,0.2360513,2.756663,5.792,11.669,7.29,4.932,4.451,1.476,1.92,2.579,4.274,1.476,2.222,3.27,1.213,2.411,1.743,1.847,1.901,4.35,2.257,3.585,1.791,2.155,2.51,2.547,1.673,1.154,1.724,1.679,1.214,1.987,1.612,1.615,1.148,1.536,2.339,2.035,0.718,
253.000,-0.8567876,2.476812,0.1096386,3.619732,10.665,7.929,5.64,5.589,3.553,4.074,4.451,3.696,2.43,2.828,2.973,2.305,3.188,2.433,2.368,2.422,2.999,1.724,1.545,2.243,2.408,3.199,1.847,2.28,1.887,2.412,1.938,1.289,1.502,1.909,2.271,1.705,1.361,1.134,1.818,1.932,1.237,
254.000,-0.3582107,0.9163618,0.8476122,8.373516,5.763,7.349,9.804,6.015,7.002,4.814,7.255,1.851,3.098,2.257,1.712,3.267,2.321,2.853,2.414,2.444,1.867,2.137,2.397,2.612,2.587,2.662,2.004,1.702,1.434,1.765,1.539,1.944,1.844,1.898,1.674,1.62,1.272,2.217,1.994,1.635,1.345,
255.000,2.867157,1.775413,-1.020179,7.734249,10.56,6.49,2.496,4.667,3.148,2.365,2.229,1.002,3.213,1.534,2.768,3.034,0.766,3.224,1.351,2.182,2.598,1.212,2.475,1.919,2.379,2.044,1.505,1.454,2.081,1.358,0.837,1.482,1.5,1.897,1.59,1.953,1.207,1.25,1.739,1.414,2.094,
256.000,2.087377,0.4383931,2.539195,9.939368,7.03,6.634,2.879,4.534,3.732,3.409,2.446,3.924,2.884,1.957,1.672,2.476,2.158,1.722,2.655,2.609,1.671,1.43,2.334,1.365,2.562,1.599,2.093,2.148,1.711,1.252,1.727,1.109,1.126,1.134,2.008,1.366,0.991,1.72,1.12,1.749,0.931,
257.000,1.495022,0.07133006,0.9703928,10.20552,5.942227,4.519,2.523,2.019,4.108,1.563,2.387,3.069,3.184,2.508,2.681,2.235,1.743,2.38,1.38,2.077,1.023,1.549,1.134,0.857,2.51,1.802,2.035,2.07,2.759,1.633,1.756,1.126,1.249,1.175,1.426,1.479,1.716,1.399,1.236,1.834,1.357,
258.000,2.870489,2.711538,1.377256,7.478401,9.869508,6.203,6.421,4.088,6.131,1.902,3.589,3.425,1.685,1.867,2.849,1.568,3.1,2.095,2.043,1.849,2.086,1.513,2.854,2.348,2.181,2.177,1.836,1.555,1.208,1.232,1.894,1.681,1.153,1.314,1.282,1.577,1.812,1.237,1.747,1.086,1.389,
259.000,2.961975,5.466616,1.968672,9.429462,8.019993,3.391,1.723,3.39,3.29,2.824,2.608,2.992,1.093,1.816,2.163,1.747,2.011,2.249,2.313,1.29,1.95,1.705,0.887,1.965,2.461,1.619,1.696,2.205,1.936,1.405,1.659,2.024,1.177,1.096,1.394,1.062,1.283,1.516,1.543,1.03,1.38,
260.000,4.138302,1.894745,1.602733,7.622328,6.853359,5.924,5.412,4.425,3.951,2.872,2.868,0.997,1.772,1.797,1.421,1.847,1.239,2.357,1.849,1.797,1.956,1.63,2.393,2.149,1.538,1.51,1.69,1.273,2.058,1.375,1.156,1.057,1.426,1.391,1.094,1.555,1.596,1.178,0.991,1.201,0.981,
261.000,6.530772,8.243795,1.435256,11.02445,9.906085,3.782,4.298,2.488,3.62,2.065,2.062,2.937,2.616,2.27,1.869,1.532,1.509,2.884,1.834,1.719,1.216,1.656,2.077,1.685,1.737,2.177,1.742,1.182,1.793,1.207,1.308,1.092,0.89,1.394,1.685,0.992,1.147,1.105,1.205,1.404,0.948,
262.000,10.22835,6.288648,2.886348,7.642305,7.633232,3.070635,3.172,2.762,5.036,4.899,2.242,2.711,1.958,1.715,1.045,2.411,1.361,2.212,1.012,1.083,2.259,1.578,2.455,1.407,1.836,1.013,0.986,2.501,1.636,0.953,1.163,1.305,1.063,1.206,1.519,0.469,1.302,1.331,1.152,0.819,1.424,
263.000,14.81574,7.604609,3.41341,7.561712,9.981268,4.227168,2.898,2.097,1.584,2.37,2.223,1.835,1.837,1.647,1.297,1.248,1.422,1.097,0.962,1.943,1.358,1.096,2.264,2.574,1.479,1.293,1.636,1.266,1.779,1.319,1.819,1.126,0.796,1.027,1.384,1.041,1.271,0.959,1.115,0.788,1.274,
