,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,3.000214,0.4645223,-0.5326538,9.336,12.301,6.398,8.556,4.158,4.071,3.098,4.906,2.277,6.292,2.328,2.849,2.093,3.167,2.36,2.653,3.853,3.251,2.727,2.347,2.196,2.068,2.492,2.862,2.08,3.296,2.31,1.947,2.095,1.716,1.449,1.895,1.604,1.993,1.588,2.17,2.861,1.675,
252.000,-2.952259,0.3714431,8.920533,9.776676,9.04,8.108,8.023,5.525,8.515,4.166,4.551,4.039,5.109,3.996,2.724,2.551,2.886,3.482,2.736,2.707,2.664,3.361,2.965,3.404,2.499,3.525,1.946,2.598,2.283,2.365,2.048,2.863,2.233,1.335,2.164,1.138,1.811,1.678,1.286,2.296,1.711,
253.000,-1.611976,1.308792,0.8660834,7.110277,7.413,4.2,5.448,3.795,4.51,0.858,4.437,2.747,2.812,3.262,2.902,2.701,3.532,1.323,2.477,2.982,2.92,1.772,2.582,3.548,2.653,2.284,3.089,1.697,2.493,1.528,2.715,2.367,2.169,2.087,1.656,1.455,2.606,1.781,1.539,1.745,2.012,
254.000,-7.176081,-0.4008864,2.437502,5.55451,9.794,3.481,5.782,4.883,5.083,3.833,5.123,3.615,3.86,1.746,3.067,3.531,2.707,2.986,3.233,1.681,3.179,3.078,2.22,0.993,2.334,2.243,2.735,1.859,2.643,1.73,1.102,1.844,2.031,1.721,2.621,2.351,1.833,1.862,1.552,1.429,1.274,
255.000,-5.87122,1.100805,2.762956,6.711724,3.623,8.889,3.935,1.921,2.829,2.284,2.926,0.713,2.862,2.838,1.827,2.408,2.538,2.996,3.309,2.629,2.356,1.943,2.468,1.661,2.228,1.794,1.711,2.196,2.243,1.463,1.413,1.58,1.813,1.502,1.71,1.713,1.662,1.679,2.133,1.443,1.329,
256.000,-3.767793,3.57386,-6.269935,8.233237,7.647,6.649,7.812,5.908,1.7,2.444,2.666,2.591,3.103,1.703,2.633,1.72,2.418,1.79,2.744,3.191,1.713,1.597,2.104,2.017,2.223,2.57,1.637,1.487,1.937,1.387,1.705,1.698,1.433,1.527,1.96,1.52,1.772,1.913,1.598,1.299,1.491,
257.000,-2.102571,2.000986,0.1629805,12.18982,5.862217,8.079,3.239,4.038,3.981,3.956,3.397,2.638,1.624,2.278,2.448,2.406,3.038,1.9,2.446,1.509,2.132,2.801,1.594,2.635,2.455,2.463,1.922,1.806,2.07,2.259,1.461,1.177,1.659,1.54,1.842,1.35,1.471,1.546,2.111,1.666,1.088,
258.000,-5.358444,1.23958,9.889766,12.19136,4.270663,5.516,4.586,5.325,3.808,4.952,2.185,3.927,2.879,2.851,3.023,4.603,1.76,2.204,2.394,1.329,1.34,2.275,1.393,1.276,1.57,1.827,1.986,2.075,1.871,1.722,1.092,1.401,1.252,1.276,1.757,1.019,1.75,1.439,0.885,1.402,1.567,
259.000,-3.655536,4.638151,1.017799,12.48842,6.976201,3.567,4.916,3.946,3.766,4.826,3.042,3.823,3.378,2.643,2.35,2.146,2.277,1.522,1.676,1.522,2.221,1.766,1.331,1.602,1.471,1.549,0.942,1.438,1.637,2.476,1.439,1.667,1.73,1.386,1.364,1.597,1.234,1.09,1.5,1.415,1.127,
260.000,-2.538258,5.690376,-2.878104,12.7516,2.731496,5.281,3.366,5.026,3.125,2.677,1.505,3.222,1.603,2.272,2.216,2.633,2.717,2.109,3.234,2.394,1.741,0.916,1.635,1.334,2.023,2.082,1.584,1.787,0.91,1.175,1.481,1.241,1.127,1.347,1.118,1.261,1.04,0.977,1.105,1.052,1.5,
261.000,5.91253,5.288991,1.478271,9.988981,3.093858,1.805,1.98,3.763,2.838,2.37,1.471,2.868,2.13,2.484,2.464,2.259,2.633,1.651,2.411,1.744,1.405,1.748,1.669,1.352,1.215,1.847,2.293,1.466,1.59,1.68,1.458,1.45,1.584,1.212,1.054,1.311,1.29,2.024,1.26,1.146,0.912,
262.000,4.604169,4.809273,2.238776,12.68911,2.566033,1.06179,3.591,4.661,2.132,3.075,1.294,2.124,1.469,2.066,2.236,1.509,2.8,2.295,1.88,2.226,2.055,1.622,2.009,1.504,1.393,1.59,1.156,2.134,1.647,1.815,1.066,1.154,1.864,1.428,1.616,1.077,1.323,1.402,1.293,0.913,1.642,
263.000,4.222591,5.657935,2.926696,11.76478,1.449888,0.7798503,4.41,4.736,4.658,3.036,2.815,2.855,2.448,2.264,1.363,1.172,1.362,1.387,1.853,2.409,1.373,1.851,1.888,1.169,1.479,1.513,1.418,0.958,1.64,1.486,1.67,0.75,1.601,1.584,1.122,1.145,1.218,1.088,0.873,1.36,1.581,
264.000,12.055,6.076571,4.827229,14.65502,3.001132,0.9052417,3.856,2.449,2.253,1.75,2.522,2.007,2.219,2.099,2.229,1.808,1.645,1.202,2.162,1.223,1.459,1.652,1.257,1.528,1.097,1.572,1.444,1.38,0.989,1.159,1.215,1.164,1.004,1.237,1.188,0.996,1.05,0.809,1.407,0.991,0.989,
265.000,16.204,7.429576,7.875287,12.98569,4.817456,1.228458,2.931,4.873,4.358,3.577,2.738,2.344,1.435,2.085,2.246,1.532,2.008,1.587,0.968,1.066,1.253,1.595,1.5,1.234,1.021,1.415,1.153,1.343,1.445,1.808,1.461,1.715,1.214,1.275,1.238,1.057,0.771,1.14,1.258,1.089,0.81,
266.000,13.173,7.312368,1.921545,13.48047,2.280403,-0.08450947,2.317,2.848,1.779,4.233,2.175,2.207,0.996,1.373,1.538,1.28,1.502,1.451,1.614,1.237,1.692,1.785,1.569,1.432,1.741,1.235,1.877,0.839,1.216,1.169,1.309,0.958,1.499,1.197,1.233,1.107,1.068,0.915,1.151,1.104,0.566,
267.000,31.746,7.499726,7.060811,9.489069,2.720415,-1.652024,2.675062,3.836,3.367,2.195,3.223,3.079,0.855,2.194,2.239,0.859,1.962,1.71,1.479,1.04,1.202,1.871,1.161,2.192,1.671,1.152,1.2,1.097,1.64,0.904,1.028,1.045,1.067,1.046,1.06,1.286,1.084,1.46,0.785,0.56,0.981,
268.000,26.845,8.632416,6.768687,10.04898,-0.8548942,-0.1523372,2.205598,2.855,3.714,3.17,1.688,1.708,1.251,1.478,1.887,1.333,1.515,1.418,1.924,2.099,1.557,1.393,1.536,1.51,0.859,0.913,1.452,1.174,1.129,1.337,0.611,1.02,0.817,1.11,1.157,1.084,1.106,1.124,0.872,0.921,0.907,
269.000,61.379,5.46,3.613508,8.748967,2.157706,-0.567241,2.0037,2.295,5.535,2.915,2.338,2.465,1.461,2.251,1.577,1.409,1.721,1.04,1.412,1.499,1.531,1.145,2.281,1.317,1.679,1.51,1.847,1.438,0.702,1.262,1.277,0.958,1.235,0.939,1.08,0.565,0.967,1.012,1.334,1.306,1.1,
270.000,80.897,8.089,11.05545,4.602239,1.56791,0.814416,2.068676,3.187,2.531,2.784,2.533,0.935,1.796,1.421,1.683,1.858,0.491,1.495,1.07,1.166,1.875,1.183,1.419,1.411,1.108,1.836,1.393,0.462,1.276,1.407,1.019,1.21,0.884,0.988,1.007,1.187,0.999,1.038,1.077,1.209,0.74,
271.000,94.117,9.048,3.839087,6.920342,-2.246034,-1.806263,2.636509,3.862,3.873,2.774,1.002,1.928,0.885,1.684,1.254,1.012,1.861,1.091,1.849,1.587,1.195,1.46,1.55,1.534,1.398,1.15,0.914,1.029,1.393,0.791,0.747,1.393,0.961,1.03,1.491,0.699,0.823,0.868,0.819,0.698,0.878,
