,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,6.865861,-0.4657296,0.5187359,3.122,6.31,5.379,2.953,2.191,3.495,5.008,2.875,3.913,6.009,3.037,2.669,3.24,1.911,2.874,1.524,1.352,2.359,2.173,1.59,2.42,2.105,1.846,2.031,1.179,2.175,1.931,1.648,1.045,1.389,1.705,2.089,2.016,2.334,2.122,2.226,1.913,1.789,
252.000,2.523419,-0.04310458,0.2428208,2.61053,7.474,6.13,4.889,3.347,4.755,3.125,3.422,3.712,2.356,1.508,3.356,2.243,2.924,1.893,4.183,2.896,2.121,1.286,2.479,1.85,1.909,1.667,2.226,1.66,1.866,2.596,2.423,1.326,1.595,1.359,1.513,2.435,1.228,1.714,1.285,1.068,1.734,
253.000,-0.380671,1.666486,-0.2574463,2.209486,5.605,5.87,4.571,6.513,4.034,4.15,3.53,3.175,2.048,2.885,2.796,2.09,2.839,2.426,2.613,1.981,1.715,1.787,2.945,2.046,3.079,1.954,1.845,2.281,2.35,1.53,1.408,0.785,1.79,1.592,1.486,1.123,1.747,1.994,1.549,1.899,1.275,
254.000,-1.984742,1.946723,1.440818,2.036361,7.799,6.239,5.224,3.744,1.524,3.79,1.985,2.764,2.092,1.69,2.287,2.114,3.198,0.876,1.985,1.504,1.621,2.462,2.225,1.986,1.469,1.866,1.831,1.435,1.859,1.189,1.52,1.343,1.686,1.394,1.186,1.502,1.267,0.968,0.953,1.461,0.667,
255.000,-0.5037437,2.024994,0.6905087,3.610099,5.62,2.72,9.297,3.206,3.967,4.203,1.951,3.091,1.297,1.361,2.632,2.302,1.505,1.072,3.075,2.038,2.388,2.258,2.852,1.964,2.066,1.482,1.84,2.469,0.988,1.702,2.235,2.1,0.751,1.181,1.434,1.53,1.133,1.711,1.201,1.154,1.264,
256.000,3.745995,1.283032,2.090818,3.009684,3.395,7.714,5.437,5.539,4.334,2.299,2.633,2.103,3.364,1.802,2.839,1.739,2.181,2.417,2.642,2.098,2.707,3.012,1.501,2.098,2.244,2.319,1.862,2.26,1.277,1.187,1.851,1.566,1.208,1.292,1.065,1.635,1.112,1.384,1.167,1.734,1.105,
257.000,1.518281,-0.3182172,1.830062,3.466638,3.300783,5.363,6.519,3.047,1.943,1.75,2.391,1.337,2.003,1.516,2.081,2.12,2.124,2.226,2.051,1.751,2.356,1.728,2.043,1.349,0.787,1.764,1.917,1.277,0.958,1.488,1.11,1.155,1.752,1.197,0.99,1.073,1.58,1.026,2.144,0.87,1.315,
258.000,2.285664,1.695362,2.210589,4.56963,2.471883,5.041,5.651,3.473,3.864,1.999,2.446,0.845,2.214,1.829,1.347,3.034,1.322,0.619,1.188,1.701,1.429,2.222,1.872,1.685,1.6,1.546,2.016,1.346,0.948,1.738,1.351,1.296,1.349,1.246,1.234,1.427,0.966,1.613,1.438,1.283,1.016,
259.000,-0.2496687,0.3438482,1.968268,3.618394,3.991239,3.186,6.257,3.491,1.978,3.17,2.691,2.608,2.123,1.705,1.155,2.073,2.7,2.181,1.718,2.027,1.039,1.901,1.742,2.202,1.749,1.726,1.959,1.083,1.456,1.235,1.556,0.707,1.144,0.69,0.908,1.08,1.7,1.105,1.412,0.814,1.18,
260.000,2.581649,2.063724,2.732033,1.99778,3.310566,0.402,3.182,0.171,2.607,2.624,1.831,1.879,1.624,1.319,1.234,1.274,1.496,1.694,1.808,1.704,1.234,1.068,1.258,0.855,1.869,1.736,1.441,1.442,1.337,1.253,1.467,1.689,1.026,0.955,1.076,1.317,0.947,1.087,1.258,1.134,0.821,
261.000,3.717957,2.468498,4.319104,3.661783,2.407424,3.928,3.786,1.917,2.656,2.38,2.066,2.855,1.472,1.645,1.276,1.345,2.602,1.377,2.431,1.079,1.944,1.589,1.456,0.447,2.069,2.185,1.378,1.063,0.872,1.603,1.066,0.898,1.275,1.142,0.929,0.817,0.948,1.13,1.361,1.064,0.948,
262.000,4.282835,3.106222,4.04843,3.490866,2.294868,3.073855,1.948,3.257,3.444,3.332,1.454,1.038,1.755,0.815,3.129,1.402,2.839,2.324,1.756,1.327,1.539,1.18,0.625,1.894,0.713,1.828,1.318,1.359,1.204,1.428,0.701,1.244,0.918,1.209,1.61,1.151,0.834,0.988,1.01,1.29,0.985,
263.000,7.420681,5.253865,4.394339,4.520338,0.4748225,-0.08125075,0.781,1.876,1.637,3.381,1.847,1.863,1.255,1.475,1.752,1.087,0.804,1.408,1.332,0.862,1.167,1.529,2.008,1.66,0.802,1.643,2.093,1.89,1.542,0.356,0.773,1.121,0.797,0.805,0.865,1.311,0.532,1.345,1.013,0.762,0.67,
264.000,7.911,4.612451,4.657528,3.76227,0.6787765,2.171893,2.641,2.26,1.863,2.492,1.352,2.397,2.327,1.896,1.268,1.886,1.539,2.097,1.508,1.272,0.698,1.365,0.963,1.394,1.688,1.125,1.406,0.993,1.255,0.631,0.786,1.315,1.542,1.186,1.167,0.66,0.922,1.279,1.218,1.023,0.946,
265.000,8.676,4.714055,5.301489,3.640429,0.3756086,1.683135,2.859,3.111,1.864,0.761,2.885,2.901,1.555,1.414,1.251,1.585,1.509,1.133,1.17,0.993,1.967,1.909,0.996,1.301,1.615,1.136,1.284,1.274,1.339,1.263,0.975,1.222,0.769,1.022,0.93,0.699,0.976,1.288,1.171,0.604,1.243,
266.000,17.228,5.852348,5.301215,4.352279,-0.2689028,3.665231,4.426,3.556,0.78,2.608,1.966,1.491,1.304,0.473,1.495,1.805,1.349,1.33,0.524,1.121,1.031,1.474,1.427,2.075,1.683,1.973,0.971,1.427,1.08,1.441,1.225,1.153,1.05,0.641,0.844,0.964,0.598,1.158,1.367,1.019,0.763,
