,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.6436288,-0.191367,-0.353578,-1.974,-1.279,-1.893,-3.259,0.729,-1.528,0.287,2.25,-0.053,0.014,2.296,0.139,0.707,-0.013,1.717,0.479,1.58,0.614,0.513,0.755,1.227,1.18,1.459,0.702,0.788,0.115,0.549,0.958,1.229,1.207,1.165,0.346,0.504,0.951,1.284,1.112,0.826,1.391,
252.000,-0.4199885,-1.199739,0.2329121,-0.722038,-2.111,-2.891,-1.637,0.772,-0.714,1.715,1.05,-0.339,-0.49,2.094,-0.501,1.646,0.913,1.256,2.031,1.59,1.472,0.23,0.175,1,1.435,1.608,0.971,1.055,0.689,0.775,1.813,0.55,0.677,0.672,0.505,0.452,1.427,0.95,0.738,0.708,1.069,
253.000,-1.977211,-1.37279,0.171499,-2.456568,0.015,-1.075,-2.605,-0.733,-0.617,0.174,-0.801,0.088,-0.552,0.159,0.716,-0.223,0.454,0.502,0.836,0.754,0.695,2.36,1.157,0.812,1.24,0.732,0.907,0.73,0.274,0.686,0.918,0.876,0.795,0.377,0.738,1.092,0.518,0.158,1.177,1.175,0.954,
254.000,-3.925066,-1.145925,-0.1376546,-1.200886,-0.177,-0.439,0.379,-0.925,-1.142,1.982,0.768,-0.304,0.469,-0.093,1.037,1.005,0.163,0.905,1.036,0.926,1.272,0.787,1.494,0.652,0.604,1.25,0.991,0.519,1.113,0.871,0.712,0.749,0.647,-0.04,0.36,0.732,0.937,1.298,0.861,0.979,1.034,
255.000,-4.518963,-1.209964,-0.3506245,-1.828694,-2.422,-0.541,0.426,-0.24,-1.264,-0.101,0.082,-0.712,-0.665,0.196,0.542,0.515,0.607,0.654,0.609,0.372,1.392,0.822,0.398,0.934,0.456,1.346,0.819,0.672,0.417,0.723,0.355,0.589,1.289,0.855,0.37,0.299,0.757,0.922,0.636,0.351,0.892,
256.000,-5.205063,-1.797194,-0.37416,-3.075691,0.788,-1.394,0.363,0.843,-0.082,-0.312,-0.507,-0.521,0.369,0.146,-0.154,0.689,-0.502,0.795,0.132,0.688,0.426,1.127,0.865,0.892,0.662,1.256,0.358,0.813,0.963,0.756,0.466,0.369,0.743,0.076,1.05,0.738,0.899,0.777,0.941,0.9,0.35,
257.000,-6.136238,-2.784509,-0.4257215,-1.381568,0.2220941,-0.978,-0.932,0.587,-0.243,-0.644,-1.017,1.807,0.07,-0.248,-0.163,0.491,0.701,0.431,0.631,1.042,1.162,1.07,0.684,0.338,0.756,0.61,0.289,0.713,0.382,0.811,0.288,0.388,0.265,0.211,0.671,0.441,0.718,0.4,0.59,0.947,1.153,
258.000,-5.87806,-3.050071,-0.02195594,-1.247236,0.7213901,0.727,-0.637,-1.358,0.341,-0.246,-1.187,-0.238,0.242,0.506,-0.096,-0.355,0.229,0.762,0.534,1.205,0.964,0.403,0.532,0.457,1.075,0.233,0.71,0.475,0.432,0.213,0.59,1.102,0.476,0.659,0.509,0.811,0.729,0.685,0.462,0.828,0.819,
259.000,-6.29673,-1.498844,-0.2391936,-2.832321,-0.3313793,-1.569,0.623,-0.124,-1.06,-0.146,-0.265,-0.156,-0.453,1.277,0.123,0.02,0.888,-0.075,0.376,0.475,0.294,0.401,0.792,0.925,0.368,1.109,0.486,0.693,0.804,0.318,0.157,0.598,0.528,1.122,1.002,0.604,0.555,0.31,0.375,1.021,0.714,
