,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,2.621322,0.7257585,-0.9281981,4.806,4.244,4.663,4.426,4.998,1.95,3.747,3.749,1.818,1.175,3.447,1.558,2.148,2.498,3.035,2.611,4.401,2.553,1.622,4.057,3.075,2.604,2.619,1.727,1.839,2.224,2.335,1.638,1.528,1.289,2.582,1.266,1.943,2.593,1.284,1.476,1.679,1.56,
252.000,2.172048,1.62079,0.3569325,2.32884,6.296,6.359,2.618,2.416,4.123,2.327,5.953,2.848,2.175,2.296,2.295,2.349,3.588,1.473,2.584,2.662,2.991,3.647,3.783,2.163,2.918,2.365,2.027,1.423,2.013,1.646,1.819,1.09,1.554,2.382,1.487,2.598,1.887,2.005,1.369,1.491,1.479,
253.000,0.2716143,2.156369,0.315374,3.328378,1.982,4.508,6.158,5.954,4.671,3.35,1.217,1.726,3.504,2.535,2.193,3.325,2.687,1.435,2.144,2.593,2.56,2.082,2.978,1.494,1.631,1.84,2.301,2.631,1.305,2.114,1.587,1.56,0.861,1.4,0.832,1.201,1.273,1.372,1.281,1.114,1.257,
254.000,1.490508,2.866186,-1.033266,4.354658,4.477,5.092,3.733,3.218,4.03,2.61,2.376,3.547,2.856,1.676,1.26,2.219,2.384,1.431,2.345,2.053,2.255,2.128,3.209,2.274,2.133,1.536,1.885,2.437,1.513,1.748,1.626,1.617,1.9,1.093,2.102,1.94,1.874,0.883,2.155,1.937,1.483,
255.000,-1.726973,3.206117,-0.6156326,3.593185,4.833,4.674,4.236,5.113,4.068,2.193,2.3,2.636,2.604,3.249,1.648,1.29,2.345,2.842,1.876,1.813,1.884,2.345,1.683,2.054,3.163,1.762,1.633,1.686,2.25,1.099,1.595,1.524,1.213,1.145,1.553,1.591,1.194,0.804,1.309,1.924,1.272,
256.000,1.917804,3.056989,-0.7070008,3.781995,7.534,3.191,3.844,6.127,1.414,2.63,2.193,3.108,1.828,1.931,1.34,2.62,2.132,0.987,1.976,2.32,2.368,2.122,2.499,2.052,1.542,1.932,1.801,2.195,1.61,2.065,1.449,1.781,1,1.123,1.251,1.94,1.168,1.566,0.889,1.495,1.907,
257.000,-0.3060452,4.501003,-0.6987196,3.886044,6.118597,3.191,3.252,2.962,3.623,2.456,1.747,2.116,2.874,0.585,1.993,1.766,3.156,2.192,1.844,1.158,2.053,1.626,2.316,1.836,2.209,1.81,1.537,1.445,1.203,2.073,1.928,1.527,1.454,1.318,1.177,0.933,1.059,1.176,1.451,1.232,1.133,
258.000,0.1371579,6.335446,-0.729616,3.858453,6.126072,4.256,4.185,4.94,0.878,1.765,1.478,2.858,1.858,1.337,2.747,2.628,1.092,1.826,1.839,2.165,1.231,1.558,1.161,1.718,1.73,1.98,2.344,1.334,1.65,1.301,1.092,1.343,1.131,1.529,1.142,1.217,1.406,0.925,1.539,1.429,0.834,
259.000,1.592903,4.080619,-0.8788463,4.337079,6.86839,1.708,3.672,2.274,1.972,0.936,2.898,2.375,1.534,1.731,1.649,0.522,1.721,2.24,1.752,1.994,1.51,2.691,1.207,2.706,1.869,1.326,1.191,2.066,1.414,1.367,1.215,1.301,0.907,1.72,1.244,1.435,0.762,1.117,1.125,1.228,0.756,
260.000,1.633502,4.26278,-0.9662045,3.703776,6.848567,4.477,0.605,1.435,2.289,2.325,2.266,3.591,2.262,1.647,2.367,1.398,1.594,1.53,1.715,2.025,1.621,2.289,1.53,1.393,1.931,1.239,2.069,1.728,1.695,2.047,0.969,1.723,1.483,1.423,1.326,1.411,1.455,0.87,1.303,0.707,1.2,
