,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,1.040778,5.716344,-2.252333,5.402,10.645,10.59,9.988,6.113,5.153,3.602,4.606,4.977,2.264,6.113,5.351,5.219,3.596,3.491,3.365,3.142,2.739,2.655,3.756,2.905,3.496,3.96,2.314,3.056,2.341,3.519,2.225,3.335,2.442,1.516,1.798,1.663,2.045,2.799,2.219,1.953,1.28,
252.000,3.036284,0.1183601,1.469316,4.140852,12.941,9.169,6.074,8.421,6.484,4.987,8.297,4.331,4.23,3.95,3.048,4.26,3.514,2.417,4.313,3.699,3.523,2.905,3.023,2.684,3.159,2.037,3.177,3.596,1.756,2.705,1.601,2.588,2.231,1.788,1.929,1.909,2.402,2.366,2.151,1.81,2.075,
253.000,3.333764,-0.1955275,1.154386,5.395365,8.992,11.946,6.588,5.573,5.049,1.939,3.935,4.654,3.219,5.08,2.164,4.18,2.244,2.345,2.803,2.329,2.952,1.976,1.573,3.7,2.122,2.201,2.328,3.052,2.537,2.534,1.972,1.846,2.06,1.641,2.121,2.633,1.753,2.446,1.498,1.649,2.147,
254.000,2.637738,1.835641,0.6589965,5.041452,8.517,8.18,7.387,5.037,3.19,4.167,2.822,2.706,2.826,3.707,3.808,3.023,2.767,2.698,2.519,2.697,2.277,3.252,3.7,2.033,1.933,2.465,1.876,2.787,2.088,1.579,2.349,1.758,1.797,2.315,2.256,1.885,2.205,1.759,2.234,2.581,2.172,
255.000,5.702992,2.714424,0.1592401,6.388895,9.199,4.107,6.689,3.757,5.762,4.279,3.833,3.552,3.047,5.228,4.407,2.037,3.759,2.353,3.277,3.405,1.26,1.894,2.771,2.187,2.348,2.033,1.839,2.245,1.994,1.898,1.727,1.872,1.639,2.037,1.647,2.063,1.886,1.788,1.367,1.825,2.073,
256.000,4.922076,0.7679206,1.810202,7.258743,5.072,8.171,7.2,5.704,5.218,6.131,4.373,2.334,3.493,2.432,2.371,3.761,3.362,2.872,2.993,2.286,1.795,2.643,2.47,2.162,1.822,2.563,2.351,2.338,1.141,2.283,1.844,1.479,1.361,1.363,2.059,1.955,2.064,1.915,1.291,1.633,1.673,
257.000,6.752411,2.318611,2.374541,7.363425,6.115389,7.805,5.227,7.145,2.693,4.228,3.341,3.45,3.24,3.028,3.262,2.225,3.73,2.801,2.368,2.792,2.014,2.387,2.554,2.423,3.226,0.944,2.027,1.666,1.872,1.817,1.225,2.226,2.385,1.489,1.824,1.518,1.88,1.782,1.209,2.088,1.609,
258.000,8.282461,-1.454095,1.884926,8.027748,5.810974,6.146,2.177,4.855,1.655,5.162,4.135,4.152,2.714,2.053,2.6,3.441,1.78,2.447,1.692,2.843,2.3,2.373,2.135,3.134,2.961,2.24,2.218,1.543,2.675,1.943,1.595,1.933,1.468,1.468,1.861,1.691,1.582,1.403,1.385,1.323,1.267,
259.000,8.650202,3.61585,3.869135,9.582861,1.684268,8.279,3.762,4.164,5.061,3.334,3.833,1.772,2.338,2.371,3.895,2.147,2.112,3.281,2.795,1.744,1.8,2.06,2.264,1.746,1.839,2.025,2.338,1.335,0.981,1.881,1.654,1.054,1.964,1.526,1.567,2.057,1.627,1.371,1.488,1.938,1.065,
