,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,0.04098778,-0.219138,-0.02693624,5.931,13.683,7.697,4.178,5.82,7.955,7.186,4.254,3.919,3.817,2.597,3.13,1.154,2.388,1.447,2.461,3.085,3.545,2.874,1.746,3.531,2.265,1.717,2.618,2.859,2.818,1.561,2.662,2.09,1.191,1.864,2.345,2.322,2.01,1.997,1.467,1.331,1.856,
252.000,-0.3202809,-0.1562808,-0.1132096,3.484158,7.925,7.972,4.893,3.984,3.148,4.566,4.038,2.499,3.301,4.127,2.251,2.246,2.745,2.255,2.403,1.676,2.47,2.617,2.097,2.907,2.486,1.913,2.443,2.208,2.186,2.7,2.09,1.221,2.537,1.507,1.497,2.278,2.049,2.057,2.499,1.771,1.805,
253.000,0.7329066,2.852718,-2.002204,4.556305,7.481,7.02,5.579,3.989,3.101,5.445,3.139,3.212,3.038,2.508,2.469,2.102,1.84,2.448,2.924,2.388,1.797,1.688,2.278,2.086,2.744,2.021,2.488,1.667,2.572,2.355,2.444,2.149,1.833,1.643,2.281,1.973,1.723,1.842,2.38,1.033,1.344,
254.000,-0.5747265,3.240337,3.364187,6.074968,1.542,5.586,4.881,4.653,1.452,5.881,2.492,1.309,0.641,2.692,1.549,1.929,1.895,3.739,1.473,1.843,1.91,2.112,2.039,2.805,1.449,2.915,1.885,2.626,1.868,2.049,1.681,1.843,1.549,1.565,1.948,1.41,1.108,1.673,2.013,1.129,1.16,
255.000,1.15016,1.516256,0.8147666,4.592615,8.944,6.607,2.68,4.995,5.502,5.635,0.786,2.757,3.59,1.777,2.342,1.277,1.305,2.784,2.599,1.559,1.395,1.712,1.53,1.794,2.028,2.128,2.412,1.409,1.693,1.838,2.528,1.201,1.352,1.999,1.234,2.242,1.197,1.95,1.257,1.661,1.425,
256.000,-1.671657,1.090295,1.763466,6.024413,4.236,5.652,4.703,1.909,2.934,4.675,1.146,4.11,3.988,2.871,1.575,1.931,1.849,2.514,2.904,2.531,2.6,1.9,2.004,2.098,2.359,0.625,2.104,1.375,1.633,2.185,2.345,1.947,1.246,1.286,1.418,1.467,1.176,1.232,1.494,1.154,1.325,
257.000,1.253561,4.294258,1.616977,6.841251,4.239666,5.944,3.748,3.115,1.894,2.201,0.959,0.773,2.094,2.536,1.31,3.939,3.268,2.009,1.662,2.439,1.385,2.385,1.863,1.661,1.509,1.267,1.365,1.917,1.741,1.802,2.168,2.614,1.58,1.297,0.96,1.016,1.229,1.519,0.932,1.173,1.289,
258.000,1.84975,4.944386,0.4258105,6.294915,4.359268,6.385,4.412,5.533,3.201,3.091,2.996,2.286,3.399,1.919,3.084,2.945,1.785,2.908,2.452,1.636,1.345,2.194,1.411,2.353,1.587,1.475,1.252,1.736,1.919,1.01,1.663,1.815,1.114,1.034,0.924,1.522,1.535,1.296,1.862,1.029,0.671,
259.000,1.515521,3.967329,1.065707,8.07313,2.114396,5.787,4.517,4.756,4.281,3.66,3.307,2.54,2.731,2.195,3.271,1.587,2.104,1.839,1.46,1.438,1.948,2.587,2.455,1.749,1.702,1.829,1.437,1.445,2.238,1.654,1.606,1.253,1.609,2.023,1.963,1.112,1.308,1.27,1.072,1.46,1.597,
