,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-4.005871,0.147078,-0.1319562,-0.9,-0.045,-1.984,-0.339,-0.28,0.996,-0.873,-0.059,1.009,1.024,1.188,0.892,-0.344,0.348,0.947,1.063,0.363,1.248,0.675,2.654,0.577,2.019,1.107,2.336,0.951,2.131,2.38,0.987,0.882,1.383,0.826,0.881,0.682,1.659,0.624,1.047,0.784,0.843,
252.000,-1.019579,-0.4384209,-0.6803679,-0.6539092,-1.335,-1.072,0.975,0.614,0.308,-0.121,-1.148,1.108,1.369,0.095,0.84,1.441,0.037,0.991,2.686,1.159,1.06,0.211,1.317,1.367,1.048,0.591,0.61,1.859,1.259,0.364,0.876,0.725,0.569,1.541,1.161,1.137,1.214,0.969,0.16,0.534,1.194,
253.000,-3.588401,-1.043514,0.1867425,-0.6735992,-0.457,0.974,1.729,0.662,1.73,-0.516,-0.438,-0.687,-0.084,0.374,0.116,1.297,1.416,-0.127,0.961,1.803,1.006,2.08,0.533,1.148,1.024,1.263,1.463,1.503,0.431,0.391,0.646,1.118,0.775,0.739,0.425,0.542,1.415,1.102,0.826,0.675,1.108,
254.000,-8.436555,0.1032653,-0.8645987,-0.4143294,0.066,-0.434,-0.955,0.796,-0.112,-1.141,1.382,0.048,0.361,-0.067,0.71,1.004,-0.103,1.504,0.785,0.52,1.593,1.431,0.911,1.501,1.54,1.118,0.987,0.814,1.157,1.837,0.904,0.605,0.778,0.862,0.681,1.216,0.842,0.579,1.192,0.352,1.659,
255.000,-7.928693,0.02498661,-0.6551122,-0.1577903,-0.039,-0.773,0.513,1.27,1.638,0.022,0.992,0.328,1.241,0.757,1.165,1.28,0.642,-0.296,0.827,0.301,0.646,0.54,0.623,-0.069,1.058,0.179,0.792,0.241,0.748,0.722,0.366,0.882,0.754,1.015,0.551,0.632,0.717,0.818,0.809,0.668,0.609,
256.000,-8.096787,1.375656,-0.9506045,-0.1782704,1.367,1.332,-0.023,-0.345,1.017,0.337,0.929,-0.598,1.123,0.026,0.587,0.454,0.593,1.002,1.064,0.137,0.83,1.231,0.868,0.896,0.825,0.752,1.218,0.797,1.063,0.282,0.24,0.993,0.582,0.797,1.475,0.567,1.381,1,0.859,0.441,1.029,
257.000,-9.629343,-0.07878499,-0.4493832,0.7660667,1.666221,1.893,0.39,1.036,-1.036,-0.279,-0.47,-0.467,0.79,-0.38,-0.493,0.469,1.228,0.339,0.725,0.983,0.655,0.898,0.803,0.786,1.54,0.88,0.576,0.613,0.595,0.849,0.737,0.887,1.236,0.859,0.554,0.535,1,1.51,0.71,1.081,0.572,
258.000,-7.443104,0.8028977,-0.8546351,-0.4432591,1.569426,-0.978,-1.1,-0.745,-0.424,0.696,0.296,-0.53,0.379,1.275,0.52,-0.143,0.226,-0.034,0.672,0.886,0.477,0.87,1.368,0.419,1.67,1.009,0.395,0.992,0.666,0.607,0.866,0.418,0.912,0.478,0.627,0.364,0.986,0.796,0.646,0.561,0.877,
259.000,-11.51302,-0.002210247,-0.484522,-0.1653121,2.822574,0.592,0.857,-0.427,0.163,-0.27,0.393,-0.272,0.411,-0.672,0.215,-0.098,0.006,0.604,0.541,0.334,1.856,0.7,1.141,0.697,1.041,1.125,1.363,0.672,1.142,0.809,0.161,0.609,0.158,0.721,0.472,0.66,0.621,0.817,1.037,0.381,0.968,
260.000,-7.443032,0.06440904,-0.9885718,0.7471895,2.585927,0.843,0.589,-1.121,1.31,0.782,0.31,0.121,0.953,-0.224,0.837,-0.358,0.209,0.61,1.044,0.291,0.01,0.192,0.649,1.339,1.098,0.447,0.838,1.255,0.542,0.588,0.913,0.678,0.577,0.189,0.659,0.681,0.808,0.482,0.863,0.671,0.928,
