,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,0.9331827,3.908272,0.3277817,17.9,11.026,6.79,7.282,6.681,3.768,5.561,6.441,4.937,3.987,1.658,4.546,3.678,2.826,1.479,2.524,3.071,4.898,3.349,5.143,4.827,3.751,2.666,2.265,3.102,2.535,2.204,2.306,2.302,2.148,2.459,1.945,2.414,1.557,2.858,2.136,1.621,0.937,
252.000,2.294242,0.734047,1.110268,14.58149,21.216,10.136,11.865,7.286,2.87,4.961,6.124,4.898,4.601,4.114,4.33,4.242,3.772,3.819,3.476,3.617,5.113,2.675,4.714,5.102,2.62,3.179,3.459,2.413,2.749,1.694,2.52,1.51,2.064,1.845,2.273,1.549,2.416,1.63,1.988,1.053,1.104,
253.000,0.2858622,0.1449801,1.94766,22.62547,12.2,6.427,8.391,7.818,3.082,2.677,4.405,2.875,3.602,1.596,4.163,2.867,3.382,2.946,4.28,3.019,3.899,2.027,3.816,4.58,3.71,2.51,2.853,1.777,2.319,1.618,1.269,1.365,1.535,2.11,1.476,2.037,2.099,2.233,1.794,1.936,1.548,
254.000,2.613441,2.334374,1.396623,17.54939,10.273,13.243,6.407,8.337,5.73,8.103,5.86,4.657,5.384,4.624,3.677,2.647,3.046,1.83,2.572,2.999,3.198,3.631,4.515,3.493,2.709,2.701,3.16,2.448,1.992,2.744,2.191,1.738,1.854,1.937,1.774,1.526,1.858,1.948,1.338,2.792,1.971,
255.000,4.512082,3.443515,1.936444,20.55882,8.108,7.307,13.625,8.439,4.252,4.85,3.562,1.857,3.573,2.917,3.272,2.985,2.218,1.837,2.742,2.753,3.038,2.475,3.882,3.642,2.264,3.048,2.045,1.848,2.936,1.791,2.045,2.135,1.629,1.939,1.522,1.893,0.851,1.712,1.803,1.057,1.279,
256.000,3.13249,3.21749,2.67866,17.94352,12.317,8.899,9.172,5.234,5.202,5.819,4.188,1.674,3.924,2.807,3.172,3.811,4.257,2.124,2.293,1.962,2.655,2.345,4.225,4.28,2.596,2.577,2.249,1.989,2.577,2.089,1.536,1.509,1.538,1.511,1.287,1.388,1.978,1.133,1.151,1.202,1.346,
257.000,6.066312,6.840423,3.09887,15.47761,5.789977,10.495,7.614,8.733,4.507,3.507,4.727,2.002,2.843,2.418,1.548,3.446,2.54,3.144,2.556,3.409,2.796,2.455,2.847,3.349,2.848,2.466,2.35,2.813,2.027,1.891,1.862,1.153,1.316,1.853,1.45,2.024,1.216,1.819,0.964,1.488,1.219,
258.000,9.78297,7.519151,4.194883,23.03813,4.90533,6.793,3.629,6.397,7.062,5.22,1.072,3.881,4.499,3.534,2.864,3.163,1.832,2.376,2.367,2.05,3.156,2.4,3.827,3.39,2.548,2.502,1.615,1.619,1.909,1.734,1.521,1.211,1.007,1.758,1.379,1.515,1.459,1.494,1.577,2.033,1.232,
259.000,10.49436,5.561541,6.190223,20.04389,3.969428,8.584,3.96,6.98,7.348,7.161,3.771,2.699,1.855,2.475,2.643,1.666,3.439,2.361,1.922,2.671,1.901,2.42,2.706,3.632,3.87,0.895,2.088,1.772,2.13,1.005,1.208,1.418,1.409,1.031,1.852,1.791,1.548,1.488,1.423,1.203,1.444,
