,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.7332988,-0.5273094,1.181833,4.473,3.332,2.68,1.88,4.736,1.467,1.614,2.854,1.373,2.019,2.507,2.936,1.706,1.084,2.799,1.954,2.129,2.701,2.215,2.277,1.712,2.309,1.026,1.942,1.916,1.381,0.684,2.247,1.547,1.152,1.028,1.242,0.828,0.949,1.761,1.285,1.955,1.22,
252.000,-0.8196137,0.7497644,0.1011021,4.733963,0.676,6.362,0.8,2.288,2.709,2.079,2.658,2.124,1.293,0.606,6.765,1.736,1.97,2.895,2.932,2.634,1.757,2.306,1.716,1.629,1.388,1.407,3.011,1.439,1.01,1.256,1.162,2.494,1.161,2.024,1.661,1.34,1.143,1.396,0.965,1.818,1.577,
253.000,-1.654009,-0.8425893,0.9693225,4.198699,2.271,5.13,4.85,1.469,1.51,1.831,1.646,2.167,0.576,0.714,1.452,1.486,0.942,0.95,2.092,2.004,1.873,1.284,1.752,1.252,1.473,1.238,1.766,2.212,1.283,1.827,1.103,1.152,0.697,0.998,0.827,0.861,1.39,1.105,1.103,0.867,1.121,
254.000,-2.914954,0.139993,0.5463052,3.159414,0.819,1.84,-0.225,1.339,4.371,2.511,0.238,1.197,0.994,1.614,1.761,4.425,2.781,3.096,2.107,2.18,1.428,1.856,0.968,1.578,3.028,1.439,2.396,1.436,2.622,1.418,0.814,1.085,1.714,1.004,1.442,0.575,1.704,1.086,0.705,1.826,0.798,
255.000,-2.744078,-1.766357,0.5011643,6.188358,3.598,2.121,1.895,3.86,1.132,2.456,2.746,1.529,1.024,1.59,1.783,1.392,1.47,1.551,1.692,1.581,0.878,1.419,1.585,2.461,1.243,2.286,1.71,1.746,1.243,1.174,1.733,1.6,1.307,1.176,1.136,1.468,1.366,0.728,1.556,0.952,0.885,
256.000,-2.038752,1.011168,1.248344,5.752027,7.019,2.329,4.134,2.039,0.134,2.466,0.819,0.871,0.997,1.028,-0.021,1.645,1.607,1.941,1.311,0.426,0.686,1.559,1.625,1.484,2.037,1.44,0.446,0.895,1.18,1.064,1.543,1.513,0.688,0.359,0.993,0.908,1.615,1.04,1.136,1.345,1.376,
257.000,-1.559787,0.888167,1.673474,8.461032,6.485015,2.002,0.512,0.204,-0.161,1.782,0.737,1.121,2.631,0.807,0.466,1.562,1.228,0.863,0.624,1.108,1.514,2.375,1.454,1.175,1.841,1.474,1.598,1.013,1.445,1.154,0.612,1.469,0.56,0.614,1.005,1.451,1.097,0.424,1.09,0.817,0.983,
258.000,-3.739361,1.125761,2.3246,5.400258,7.869516,1.974,2.71,0.972,2.119,-0.408,0.648,1.096,1.517,1.966,2.025,2.332,0.314,1.624,1.087,0.943,0.903,0.88,1.391,1.054,0.923,1.808,1.712,1.055,1.459,0.45,1.004,0.909,0.871,1.34,0.618,0.698,1.165,1.257,1.399,1.189,1.278,
259.000,-1.548709,-1.229431,1.16443,6.030781,7.086008,4.107,1.687,2.71,1.859,1.488,0.877,2.11,2.138,1.558,1.817,1.508,1.381,2.034,1.144,1.415,1.28,1.082,1.102,0.868,1.284,1.243,1.502,1.039,0.827,1.067,0.942,0.651,1.239,1.246,0.913,0.949,0.816,1.719,0.78,0.727,0.795,
260.000,-3.286068,0.9046491,1.634547,5.791702,7.709053,2.118,3.836,1.673,1.082,1.213,-0.142,0.776,1.93,1.099,0.928,1.389,1.21,0.989,1.41,1.033,1.548,1.473,1.033,1.143,1.557,0.597,1.243,1.262,1.039,1.332,0.69,0.587,1.11,1.149,0.719,0.641,1.323,1.036,1.034,1.144,0.74,
261.000,-1.783238,0.7463614,2.601854,4.364648,8.77317,2.558,1.301,1.667,2.911,2.596,1.44,0.257,1.155,0.47,1.133,0.714,1.846,0.39,0.887,1.267,1.796,1.584,1.445,1.441,1.417,0.892,1.624,0.778,1.562,0.498,0.625,1.204,0.679,0.64,0.813,0.515,0.867,0.911,0.919,1.193,1.161,
262.000,0.06614347,0.6241428,2.673792,5.880349,10.72709,2.932305,1.318,2.156,2.628,2.102,1.537,1.386,0.437,0.979,1.621,0.872,0.693,1.42,1.357,0.826,0.71,1.269,1.234,0.923,1.121,0.477,1.065,0.861,1.117,0.961,0.713,1.129,0.639,0.615,0.374,0.503,0.722,0.793,0.722,0.988,0.949,
263.000,2.11197,1.059189,3.463938,6.984772,10.02494,3.652384,3,1.873,1.461,1.421,2.061,1.493,0.803,0.495,1.759,0.769,1.432,1.213,1.474,1.092,0.871,1.251,0.84,1.213,1.1,1.005,0.881,1.349,1.456,0.388,1.117,0.124,0.737,1.23,0.568,0.614,1.177,0.67,0.911,0.534,0.39,
264.000,3.451,2.458171,2.523502,7.900978,9.916824,3.891546,2.305,1.605,1.48,2.344,-0.333,1.373,0.629,1.201,0.893,1.137,1.109,1.65,1.18,0.269,0.706,0.623,0.824,1.366,1.851,1.068,0.568,0.864,0.945,0.743,0.917,0.494,0.7,0.803,0.82,0.792,0.578,1.067,0.829,0.733,0.76,
265.000,6.546,3.066505,1.788498,6.828827,13.25947,3.506939,1.165,1.954,1.99,2.285,1.038,1.385,0.955,0.619,0.102,1.558,0.774,0.966,1.372,0.948,1.462,0.219,1.728,1.402,0.874,0.797,1.194,0.609,0.674,1.112,0.231,0.321,0.763,0.893,0.837,0.668,0.342,0.578,0.78,0.739,1.146,
