,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-3.918899,-2.156123,0.1392966,6.265,8.453,10.402,7.93,2.28,3.465,6.564,5.646,4.337,3.747,4.994,4.467,5.249,5.168,3.195,2.167,4.002,3.802,2.816,2.775,3.008,2.957,2.828,2.461,3.29,3.002,2.997,2.794,2.748,1.759,1.511,2.128,1.865,2.257,2.575,3.01,2.467,1.544,
252.000,-2.266769,1.873892,-0.9436066,2.558853,5.642,4.819,5.429,4.548,7.873,5.445,6.016,2.946,3.404,4.151,4.721,3.342,2.297,2.736,3.586,2.289,2.716,3.345,1.776,3.034,1.986,4.059,2.318,2.541,2.042,3.3,1.862,1.533,2.425,1.633,1.765,2.263,1.995,1.165,2.066,2.118,2.064,
253.000,-3.537434,3.658613,-0.1848179,4.548409,1.073,7.661,5.442,5.95,4.101,7.322,3.673,2.486,3.066,2.857,2.973,2.813,1.817,1.451,3.661,3.801,3.715,2.613,2,2.175,1.752,3.169,2.036,2.988,2.288,2.346,2.493,1.721,1.807,2.209,1.458,1.796,1.624,2.092,1.443,1.878,1.344,
254.000,2.839172,3.562298,1.145683,4.97377,11.58,4.527,5.033,3.162,5.241,1.989,3.549,3.686,4.529,3.64,1.799,2.979,3.154,1.804,2.249,3.514,1.199,2.18,2.002,2.652,1.801,2.349,1.865,2.709,1.782,2.285,2.792,1.204,1.472,1.631,1.903,2.049,2.983,1.559,1.663,1.651,1.611,
255.000,2.696816,4.126816,1.135611,5.600604,10.413,6.09,5.536,4.927,5.037,2.356,3.911,3.975,1.871,1.586,1.648,2.875,2.657,2.587,2.42,2.636,2.026,2.828,1.697,2.318,1.9,2.835,2.483,1.904,1.5,2.551,1.411,1.613,1.876,1.657,1.675,1.175,1.816,1.8,1.367,1.324,1.982,
256.000,1.134033,3.16203,0.9854517,8.187872,4.819,3.987,6.52,5.472,4.138,3.123,5.028,2.184,1.949,1.977,2.727,2.087,2.822,2.807,1.905,2.559,1.896,1.778,2.402,1.852,1.384,2.142,1.321,2.295,1.819,1.844,2.164,1.77,2.522,1.851,1.796,1.334,1.471,1.241,1.827,2.498,1.54,
257.000,6.466414,3.238932,0.6117538,8.705867,9.969987,5.414,3.936,6.278,3.694,3.622,2.839,1.663,3.399,2.192,2.37,2.407,1.723,3.007,2.459,3.419,1.586,1.342,2.288,1.555,2.311,2.001,2.083,1.498,1.23,1.763,2.126,1.846,1.665,2.198,1.822,1.733,1.453,2.014,1.417,1.118,1.064,
258.000,2.513941,1.555663,4.085469,7.638872,7.273215,4.076,7.135,2.798,5.617,3.296,2.978,4.475,2.22,3.951,1.813,2.976,2.315,1.679,1.767,2.609,2.711,1.505,3.07,2.391,2.204,1.975,1.754,2.153,2.174,1.255,2.146,0.955,1.093,1.978,1.692,1.639,0.994,2.052,1.389,1.765,0.969,
259.000,5.904204,6.679899,4.084854,9.021506,7.482791,4.67,5.712,5.015,4.193,2.709,2.443,3.139,1.875,3.995,1.418,2.22,1.809,3.204,1.573,3.362,1.476,2.337,1.355,1.297,1.799,1.726,1.437,1.646,1.498,1.582,2.065,1.816,1.341,1.669,1.97,1.299,1.862,1.346,1.738,1.54,1.634,
260.000,10.41592,7.282897,4.241374,9.957504,10.10558,6.957,6.367,3.197,3.849,3.347,1.859,2.411,3.218,1.672,1.32,3.121,2.246,1.446,1.261,2.065,2.578,1.318,1.636,2.212,1.957,1.975,1.472,1.576,1.768,1.649,1.557,0.832,1.343,1.488,1.383,1.375,1.468,1.175,1.927,1.32,1.136,
261.000,8.635148,7.062807,4.203618,9.739661,8.970758,5.131,5.434,5.202,1.41,2.547,3.616,2.387,3.145,3.13,2.549,1.28,1.197,2.903,1.863,1.185,1.987,1.683,2.518,2.596,1.617,2.605,1.293,1.102,1.796,2.165,1.152,1.23,1.941,1.33,1.004,0.855,1.022,1.589,1.444,1.232,1.265,
262.000,9.207243,7.446376,3.726347,7.565296,9.905478,6.724253,4.543,3.668,2.56,1.694,1.976,2.244,3.775,1.152,1.811,1.514,1.757,1.882,0.88,2.42,1.961,1.235,2.015,1.49,1.134,1.479,1.897,1.623,2.027,1.294,1.413,1.109,1.597,0.988,1.29,1.074,1.274,0.961,1.732,1.333,1.092,
263.000,6.683604,10.93913,6.533999,9.575673,10.11123,5.180347,4.309,4.016,3.702,1.587,2.414,2.138,1.411,3.298,1.468,2.12,1.577,1.384,2.067,2.469,1.591,1.465,1.692,1.871,1.87,2.089,1.257,1.432,1.258,1.896,1.531,1.957,1.312,1.466,1.075,0.799,1.857,1.192,1.112,1.375,1.547,
264.000,18.085,8.596146,5.395536,11.11362,13.22269,7.427453,3.135,1.671,3.512,3.264,4.976,3.553,1.16,1.688,1.958,2.774,1.519,2.082,1.606,1.518,1.228,1.759,1.828,2.294,1.305,1.676,1.576,1.99,1.156,1.96,1.286,1.407,0.849,1.321,0.893,1.31,1.164,1.14,1.233,1.198,1.337,
265.000,10.319,11.85067,6.730005,14.65911,14.69379,6.37686,3.624,4.495,3.491,3.187,2.805,2.958,2.433,1.782,2.223,2.066,1.355,2.041,2.14,1.048,1.501,2.046,1.688,1.254,1.434,1.998,1.4,1.471,1.431,1.409,0.547,1.275,0.865,0.956,0.942,1.231,1.372,1.459,1.094,0.834,1.144,
266.000,16.452,12.98008,7.473851,12.45252,12.54264,4.992673,2.284,3.114,3.024,3.587,3.06,2.152,1.178,1.257,1.685,1.554,1.498,1.183,1.402,1.825,1.583,1.195,1.056,1.227,1.23,2.007,1.766,1.007,1.031,1.467,1.148,1.247,1.347,1.139,0.84,1.102,1.324,0.839,0.887,0.891,1.089,
267.000,13.816,12.15192,7.207119,12.46436,13.51715,3.684115,2.998624,2.198,2.242,1.7,2.339,1.921,1.84,1.74,1.995,1.087,2.184,2.087,1.752,1.275,1.459,1.595,1.299,1.684,1.535,2.027,1.464,0.933,1.451,1.3,0.837,1.259,1.28,1.034,0.847,1.066,0.957,1.196,0.877,1.148,0.936,
268.000,23.606,10.65868,7.720059,11.87217,13.94559,5.848465,1.23577,2.969,4.036,2.562,1.823,3.144,1.614,1.339,1.982,2.099,1.511,1.021,1.766,2.138,0.993,1.31,1.416,1.809,1.914,1.366,1.308,1.81,1.141,0.736,1.548,1.244,1.345,1.112,1.052,0.959,1.459,1.288,0.959,0.937,0.798,
269.000,41.792,10.054,10.51938,11.88246,10.92358,5.477446,1.854475,2.73,1.96,2.966,3.252,2.332,2.982,1.984,1.516,1.389,1.696,1.814,1.194,1.222,1.357,1.205,1.518,1.329,1.453,1.757,1.109,1.65,0.986,1.297,0.902,0.66,0.597,1.046,1.14,0.945,0.999,1.362,1.515,1.387,0.853,
