,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-3.256689,-0.6297362,0.7279032,5.96,6.564,8.441,5.047,6.598,2.598,4.73,3.681,7.025,1.874,4.144,2.149,2.036,2.852,3.072,2.552,2.856,3.038,2.001,3.592,4.387,4.43,3.323,2.811,2.403,2.386,2.991,2.104,1.908,2.978,2.38,1.563,2.065,2.026,1.787,1.745,0.969,1.826,
252.000,0.1564153,-0.9809465,0.06386758,3.173328,8.174,10.676,8.078,8.213,2.041,5.76,4.664,1.058,3.242,2.31,3.085,3.002,2.445,1.782,3.945,2.883,2.89,3.643,3.042,1.408,4.306,3.396,2.231,2.68,2.287,1.705,2.086,2.371,1.149,1.965,1.334,1.83,2.041,1.965,1.279,2.257,1.71,
253.000,3.312558,1.909506,1.732958,5.610233,6.353,9.052,4.242,5.045,4.704,4.496,5.253,4.03,3.491,4.214,2.739,1.262,2.432,1.726,1.91,1.998,1.396,3.096,2.816,2.92,3.087,3.482,1.702,2.008,2.459,1.409,1.73,2.239,1.958,2.265,1.4,1.895,1.51,1.235,2.156,1.452,1.765,
254.000,0.6827027,-0.7390802,1.415526,6.47965,9.634,-0.234,6.075,3.291,4.406,4.648,3.41,3.989,3.394,2.528,0.87,2.171,3.033,1.939,1.778,2.898,1.817,2.419,0.944,2.494,1.5,2.062,2.18,1.953,2.396,1.271,1.365,2.403,1.235,1.526,1.688,1.33,1.79,2.1,1.261,1.917,2.241,
255.000,2.38175,-1.456553,1.753284,4.422848,5.453,7.528,2.951,5.446,3.837,5.879,5.408,2.999,4.128,2.858,1.569,2.037,1.738,1.95,1.172,1.755,2.024,1.251,2.17,1.904,1.835,2.009,1.811,1.853,1.227,1.271,1.943,1.678,1.798,1.911,1.48,1.58,1.98,1.1,1.793,1.302,0.993,
256.000,5.469329,-0.3484732,1.529657,8.456181,3.145,4.551,4.204,3.343,5.045,3.079,3.186,3.207,3.3,3.21,2.74,3.038,1.525,2.194,1.667,2.082,1.959,1.421,2.598,2.361,2.132,2.546,1.516,1.517,2.122,1.579,1.603,1.034,1.703,1.239,1.703,1.81,1.076,1.287,1.692,1.47,1.315,
257.000,2.93734,2.699906,3.341888,7.535923,2.910534,4.646,3.396,2.441,3.78,1.453,3.08,3.153,2.203,1.996,2.174,2.643,2.229,1.692,1.721,2.367,2.249,2.548,1.802,2.094,1.256,1.737,1.91,1.7,1.325,1.797,1.435,1.192,1.025,1.657,1.179,1.691,1.753,1.349,1.121,2.023,1.558,
258.000,2.069476,-0.9607536,4.776621,7.388138,1.919247,3.675,6.768,2.401,3.544,0.522,1.294,3.177,2.981,3.663,1.932,1.756,2.781,1.994,1.816,2.145,1.555,2.337,1.701,1.841,1.813,2.111,2.065,1.721,1.798,1.345,2.058,1.233,2.086,0.853,1.581,2.055,1.155,1.164,0.925,1.509,1.758,
259.000,-2.595542,1.340793,3.911078,7.281959,-0.2107472,5.274,2.357,4.839,3.107,5.756,5.03,2.975,1.56,2.692,2.056,1.629,1.963,2.767,1.614,1.882,1.777,3.265,2.088,1.661,1.965,2.478,2.298,1.452,2.056,0.774,1.467,1.388,1.487,1.351,1.866,0.666,1.404,1.523,1.451,1.773,1,
260.000,4.980726,-0.8607523,5.630834,9.914975,0.9006953,3.709,3.285,2.927,2.902,3.26,1.772,2.73,1.522,2.392,2.387,1.441,1.904,2.336,1.368,1.492,1.29,2.142,1.223,1.927,1.189,1.61,0.874,1.025,1.148,1.764,1.374,1.123,1.268,0.892,1.582,1.19,0.599,1.266,1.144,1.311,1.109,
261.000,8.501575,-0.1879882,6.64637,10.09559,-1.026758,7.953,6.579,3.347,3.562,4.812,2.492,1.616,2.05,1.341,1.373,1.398,2.187,1.73,1.968,1.84,0.894,3.056,1.863,2.28,2.073,1.379,2.131,1.509,1.711,1.369,0.904,1.374,1.416,1.203,1.421,0.95,1.371,1.093,1.189,1.493,1.058,
262.000,6.782659,0.7462174,5.595007,12.58555,1.416565,7.759126,3.584,5.085,3.636,3.828,2.221,1.476,0.805,2.703,2.149,1.519,2.136,1.927,1.95,1.799,1.488,0.886,2.532,1.226,1.429,1.893,1.497,1.087,2.065,1.921,1.097,1.063,0.766,1.314,0.898,1.055,0.861,1.29,1.347,1.055,1.376,
263.000,8.201701,-0.5832774,6.580759,9.229057,0.9623115,6.573479,2.835,2.976,4.151,3.561,2.254,1.461,2.654,0.92,2.125,2.673,2.437,1.089,0.818,1.798,1.724,0.927,2.01,1.217,1.497,1.326,1.547,1.179,1.198,1.69,1.571,1.627,1.292,1.111,1.532,1.071,1.195,1.191,0.836,1.1,0.789,
264.000,7.944,1.430273,7.719061,8.78561,-0.3333729,7.7086,2.893,3.233,2.572,2.857,2.511,2.714,2.231,1.968,1.623,1.294,1.664,1.14,1.629,1.965,1.056,1.357,0.777,1.922,1.697,1.633,1.421,1.545,0.857,1.361,1.649,1.241,0.9,0.649,1.178,1.166,1.122,1.366,0.899,1.018,1.265,
265.000,12.257,-0.5310401,7.33133,9.687161,2.351154,5.185146,3.94,4.179,4.943,3.68,1.842,1.511,3.266,1.889,1.667,2.033,0.85,1.114,1.255,2.26,2.453,1.946,1.865,1.096,0.901,1.465,1.581,1.334,1.42,1.233,1.541,1.51,1.081,1.101,0.765,1.159,1.374,1.406,1.495,1.011,1.164,
266.000,25.653,2.98786,7.367462,12.05853,0.9184754,9.229002,2.624,2.688,3.443,1.603,1.576,1.944,2.674,2.359,0.883,1.902,1.425,1.141,1.09,1.311,1.632,1.221,1.55,0.561,1.452,1.367,0.733,1.607,1.2,0.916,1.577,1.105,0.976,1.088,1.199,0.921,1.274,1.364,1.311,1.224,0.89,
267.000,13.854,2.393787,8.634784,9.506129,2.691365,7.359665,3.378061,3.918,1.83,2.03,3.286,2.126,3.163,2.145,1.844,2.855,2.007,1.295,1.485,0.65,1.215,0.806,1.658,1.93,1.513,1.86,0.992,1.61,1.244,1.028,0.753,1.374,0.828,0.731,0.468,1.563,0.906,1.227,0.876,0.889,1.204,
268.000,24.257,5.207099,7.905041,11.87231,0.02125322,8.096989,2.369081,2.495,2.353,1.381,2.967,1.322,1.681,1.773,2.145,1.712,1.428,1.814,2.178,1.26,1.253,0.876,1.104,1.227,1.854,1.686,1.731,1.15,1.479,1.194,0.949,0.812,0.755,1.246,1.416,0.559,1.347,1.537,0.972,0.882,0.868,
269.000,50.503,9.021,8.022913,8.25278,-0.7313991,9.304801,2.970708,1.625,3.301,3.136,2,1.61,2.612,1.83,1.477,2.26,1.719,1.908,1.119,1.015,1.668,1.618,1.762,1.008,0.811,1.098,0.748,1.079,1.12,1.101,0.738,0.564,0.743,0.929,0.712,1.495,1.416,0.908,1.102,1.238,0.667,
270.000,62.273,4.752,9.148289,9.33387,2.161295,8.361619,2.62386,3.507,2.735,0.895,3.277,1.398,1.97,1.791,1.785,1.675,1.225,1.161,1.148,1.299,1.008,1.898,1.311,1.663,1.012,1.046,1.304,1.113,1.083,0.804,0.733,0.939,0.908,1.224,1.166,1.172,0.883,1.23,0.66,0.789,1.191,
271.000,89.962,7.946,8.577647,8.802159,1.591129,12.68415,2.55291,2.573,3.587,2.005,0.614,2.114,1.679,1.692,1.926,0.963,1.887,0.369,2.05,1.441,1.89,0.829,0.899,1.129,1.444,1.207,0.76,0.869,0.886,1.258,1.233,1.065,0.928,1.172,1.123,0.964,1.07,1.02,1.064,0.591,0.698,
272.000,88.272,16.531,8.330849,9.740436,0.9098403,7.145041,3.554343,1.777665,3.876,2.104,3.022,1.917,1.779,2.315,1.508,1.684,0.824,1.722,1.137,1.227,1.322,1.155,1.372,1.711,0.622,1.219,0.91,1.307,1.677,0.635,0.906,1.322,0.583,1.006,0.569,0.635,0.741,0.685,0.804,0.985,1.031,
273.000,68.332,20.839,8.569817,8.80056,0.2334642,5.92416,3.65362,3.142853,2.444,1.186,2.017,2.481,0.97,0.867,1.154,1.731,1.871,1.038,1.267,1.622,1.444,0.988,1.194,1.051,1.328,1.416,0.848,1.001,0.84,1.038,1.11,0.847,0.629,0.826,0.833,0.859,0.539,1.033,0.995,1.151,1.307,
274.000,61.186,35.364,9.048,8.204303,1.466631,7.408437,3.368035,3.167491,1.801,1.993,0.53,1.249,1.485,1.017,1.465,0.595,1.188,1.246,1.698,1.192,1.151,1.185,1.62,0.726,1.07,1.822,1.104,0.663,0.654,0.839,1.161,0.674,0.988,0.9,0.731,0.937,1.253,0.79,0.781,0.899,1.006,
275.000,38.212,46.435,6.792,7.959112,0.7765968,8.783676,3.660386,2.688413,1.468,2.757,1.602,1.955,0.931,1.12,1.802,0.599,1.434,1.553,1.378,1.119,1.221,1.282,0.543,1.125,1.084,1.314,0.744,0.907,1.24,0.958,1.029,0.683,0.978,0.928,0.773,0.95,0.824,1.175,0.915,0.701,0.707,
276.000,23.165,68.384,4.382,7.849416,-1.034039,11.15052,3.576179,2.103582,2.711,1.96,1.231,2.591,0.981,0.637,1.464,1.534,1.244,0.947,1.018,0.828,1.147,0.852,1.523,1.248,0.312,1.666,0.907,1.631,0.662,0.807,1.181,1.001,0.826,0.772,1.086,0.918,0.936,0.813,1,0.653,0.853,
277.000,17.297,77.498,5.13,7.251116,1.669459,7.350368,3.760153,1.24912,2.97975,2.77,1.392,1.488,1.275,1.262,2.258,1.769,1.693,1.016,1.794,1.02,0.735,1.046,1.206,1.292,1.002,0.924,1.273,1.27,1.035,1.099,0.819,0.566,0.716,1.021,0.752,0.86,1.182,0.963,0.82,0.729,0.731,
278.000,10.991,100.964,6.565,6.075031,1.899523,8.647213,4.154818,3.093592,0.9549667,1.73,1.603,2.34,1.371,1.111,1.161,0.899,0.714,1.415,1.214,1.097,0.831,1.226,1.529,0.967,1.025,0.956,1.219,1.243,1.215,1.275,0.752,0.874,0.909,0.786,0.832,0.663,0.391,0.743,0.91,0.685,1.01,
279.000,3.844,88.554,16.367,6.432,1.974852,6.374598,3.958276,3.069616,1.359783,2.212,1.343,1.355,1.213,1.066,1.019,0.721,0.791,1.014,1.06,1.077,1.115,1.057,1.057,1.587,1.352,0.922,0.966,1.056,1.13,1.517,0.715,0.45,0.822,0.534,1.018,0.779,1.322,1.032,0.541,0.594,0.643,
280.000,6.641,75.569,29.114,3.281,3.376489,4.851224,4.093377,3.032552,0.2267284,1.404,1.204,1.141,0.856,1.064,1.339,0.864,1.044,1.015,0.481,1.776,1.343,1.113,1.332,0.773,0.558,0.854,0.584,0.665,1.101,1.089,1.063,0.772,0.631,0.651,0.731,1.11,0.963,0.771,0.543,0.529,0.584,
281.000,7.272,45.065,44.688,5.819,2.164592,4.51457,4.672749,3.443141,1.474029,0.917,2.36,1.77,1.614,1.866,1.56,0.631,0.554,1.202,1.369,0.972,1.168,1.062,0.965,0.877,0.922,1.087,1.129,0.691,0.686,1.022,0.419,0.538,0.835,0.948,0.676,0.754,0.658,0.873,0.765,0.598,0.74,
282.000,4.218,27.018,71.285,4.372,2.819195,6.254069,4.798812,3.353429,0.7370126,0.9972587,1.977,1.026,1.429,1.565,0.468,1.106,1.643,1.113,1.129,1.365,1.051,0.785,1.116,0.971,1.072,1.151,0.698,0.877,0.86,1.106,0.929,0.588,0.871,0.729,0.543,0.826,0.952,0.859,0.473,0.634,0.726,
283.000,7.871,18.276,84.772,3.515,3.801608,5.431138,4.400375,4.490064,1.380789,0.627025,1.66,1.839,1.132,0.779,0.853,0.886,1.111,0.538,0.723,1.024,0.948,0.518,0.813,0.718,0.875,0.923,0.574,0.795,1.014,0.787,0.681,0.74,0.861,0.622,0.793,0.948,0.769,0.543,0.712,0.83,0.594,
284.000,7.624,7.75,89.291,8.412,2.3,6.259425,4.095341,2.563692,0.9880202,0.5014551,1.233,1.088,1.784,1.281,0.492,1.664,1.048,1.235,0.875,0.67,0.534,1.015,0.691,0.938,1.08,0.654,1,0.8,1.233,1.077,0.965,0.554,0.705,0.769,0.737,0.836,0.623,0.569,0.607,0.707,0.611,
285.000,3.215,5.668,78.204,17.505,5.362,3.817581,4.083445,4.010955,1.304978,0.3756902,1.146,2.575,1.222,1.005,1.054,0.866,1.582,1.102,0.919,1.149,0.792,0.635,0.495,1.353,0.555,1.041,0.674,0.765,0.548,0.913,0.537,0.761,0.69,0.381,0.597,0.644,0.693,0.346,0.634,0.423,1.29,
286.000,5.931,8.939,65.428,27.774,4.016,4.348694,4.689642,5.172914,1.020433,-0.02884067,1.4,1.37,0.735,1.744,1.377,1.054,1.901,0.696,0.924,1.06,0.805,1.459,1.164,0.724,0.943,0.931,0.786,0.937,0.853,1.136,0.741,0.996,0.666,0.572,0.582,0.683,0.625,0.501,0.689,0.717,0.557,
287.000,3.934,3.191,43.927,44.223,3.673,7.114425,4.473795,4.158492,1.485496,-0.01515593,0.921884,1.846,0.504,0.831,1.211,0.923,0.81,0.676,0.76,1.062,1.349,1.35,0.952,0.85,0.908,1.135,0.987,0.796,1.009,0.747,0.315,0.935,0.728,0.801,0.537,0.806,0.742,0.542,0.377,0.83,0.462,
288.000,4.172,4.189,22.883,61.242,3.579,4.568342,5.017735,5.597994,1.356856,-0.2861327,1.448456,1.223,1.526,2.044,1.066,0.905,0.929,0.927,0.771,0.952,1.016,0.88,0.836,0.521,0.89,1.257,1.065,0.688,0.627,0.654,0.504,0.627,0.788,0.9,0.666,0.433,0.382,0.665,0.436,0.517,0.732,
