,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-0.2061064,0.8178882,0.01979204,13.525,7.462,5.012,4.087,5.972,6.425,5.442,4.118,6.351,4.851,3.983,2.526,2.023,1.738,2.051,2.321,1.769,3.134,2.784,2.962,3.126,2.429,2.533,2.403,2.594,2.787,2.629,2.401,2.474,3.215,2.479,2.169,2.249,1.766,1.738,1.766,2.015,1.266,
252.000,0.8217449,0.1767368,0.2101707,9.136345,5.363,3.63,11.171,3.708,5.397,6.126,3.866,1.629,3.285,2.823,1.541,2.929,3.01,2.966,3.716,1.831,1.874,2.084,2.928,1.537,2.523,2.947,2.807,2.345,2.237,2.113,2.394,1.805,2.036,1.931,2.281,1.793,2.025,2.929,1.483,2.193,1.992,
253.000,-1.133217,1.34147,0.1406542,9.911914,8.958,8.651,8.349,3.534,2.615,2.55,3.891,2.509,3.607,1.165,2.055,2.617,3.289,2.095,2.649,2.582,3.462,2.71,2.172,2.446,2.484,1.807,2.814,1.272,2.121,1.502,1.344,1.294,1.222,1.215,2.133,2.015,1.982,1.213,1.536,2.257,2.012,
254.000,-0.766878,0.4613412,-0.02837891,15.51163,6.023,4.049,3.666,2.396,5.292,3.931,3.035,3.279,5.713,2.088,4.19,2.118,3.071,2.242,3.019,1.082,1.263,2.167,2.714,3.124,2.29,2.085,2.59,1.7,1.432,2.22,2.237,1.545,1.561,1.405,2.453,1.775,1.86,2.002,1.703,2.357,1.788,
255.000,-0.4653491,1.392353,0.346951,14.11862,7.693,8.683,3.351,4.018,4.478,2.699,1.374,3.306,2.194,2.044,2.909,2.461,1.925,2.345,3.246,2.794,2.144,2.306,1.442,2.054,2.428,2.1,2.254,1.97,1.213,1.689,1.967,1.793,2.033,1.417,2.279,1.96,1.65,1.782,2.237,1.659,1.29,
256.000,1.490454,2.967626,0.3872159,17.09132,2.361,2.999,3.345,2.505,2.111,2.329,1.454,2.002,2.512,2.769,2.206,1.445,2.035,2.655,3.399,2.319,1.81,2.059,2.474,2.189,1.741,2.145,1.913,2.82,1.61,2.04,1.495,1.39,1.792,1.648,1.08,2.113,1.536,1.697,1.079,2.013,1.699,
257.000,0.7338772,2.598933,0.7971709,16.80357,5.763272,2.126,5.281,4.997,1.323,3.416,2.256,4.292,1.449,2.538,2.201,2.156,2.25,1.726,0.841,2.531,1.771,1.582,1.584,2.56,1.345,1.922,1.607,1.302,1.75,1.9,1.093,1.619,1.7,1.727,1.555,1.683,1.43,1.423,1.36,1.408,1.019,
258.000,0.2157771,3.842316,0.5622835,18.73193,3.19836,4.959,4.59,2.962,3.512,5.695,3.59,4.373,1.78,2.246,1.468,1.942,2.082,1.864,1.434,2.589,2.421,2.09,1.986,1.787,2.026,1.54,1.861,2.524,1.462,1.425,1.933,1.227,1.457,1.757,1.194,1.451,1.002,1.345,1.477,1.394,1.592,
259.000,1.67579,5.118939,0.6412513,19.36748,3.342748,2.158,3.536,4.494,2.193,4.646,2.229,2.998,1.748,2.26,2.874,1.56,2.2,1.816,1.863,1.121,1.617,1.716,1.386,1.565,1.928,1.997,1.414,1.832,1.75,0.8,1.845,1.236,1.695,1.33,1.547,1.81,1.648,1.177,1.415,1.714,1.437,
260.000,2.094232,5.750277,1.408712,24.25634,4.46167,4.872,3.874,2.5,3.197,2.08,4.899,2.735,2.624,2.26,1.612,1.34,1.868,2.409,2.027,1.51,2.221,1.381,1.842,1.97,1.9,1.589,1.858,2.255,1.894,1.839,1.309,1.652,1.299,1.001,1.899,1.206,0.88,1.426,1.02,1.368,1.581,
261.000,1.480866,7.749263,1.20819,18.62359,2.5865,5.294,3.528,4.755,2.833,3.682,1.95,1.058,2.633,1.708,1.264,1.303,1.356,1.378,1.846,1.959,1.944,2.162,1.757,2.011,2.143,1.679,2.21,1.382,1.713,1.252,0.845,1.957,1.006,0.974,0.962,1.254,1.721,1.478,1.214,1.537,1.166,
262.000,4.748213,7.155805,1.36136,17.32408,2.575179,5.730204,4.337,4.554,2.92,2.905,3.225,1.999,1.063,1.571,2.425,2.296,0.866,2.401,1.439,1.769,1.454,2.382,2.012,2.011,1.708,1.405,2.003,1.961,0.841,0.699,1.416,1.049,0.763,0.643,1.383,1.169,1.504,1.029,1.356,1.312,1.245,
263.000,7.211468,6.184932,1.656354,17.90357,1.493114,4.127337,3.731,4.056,2.182,2.08,1.927,2.626,2.496,2.833,2.025,2.227,2.843,2.503,1.64,2.068,1.629,1.292,1.276,1.389,1.658,1.597,0.801,1.628,2.102,1.656,1.232,0.937,1.167,1.246,1.22,1.308,1.14,1.288,1.456,1.142,0.822,
264.000,6.549,7.171564,1.666152,19.58696,2.332763,6.438448,5.08,3.109,1.991,3.357,2.622,2.255,2.122,1.787,2.567,1.778,1.584,1.255,1.441,1.963,1.483,1.687,1.432,2.514,1.557,0.898,1.874,0.67,0.909,1.051,1.339,1.496,0.641,1.33,0.888,1.045,1.412,1.545,1.189,1.021,0.954,
265.000,13.026,8.093244,2.289345,20.48247,2.524574,6.276716,2.303,2.77,2.727,1.768,0.263,2.243,1.094,1.291,1.61,2.212,1.94,2.068,1.426,2.418,0.957,2.209,1.408,1.394,1.558,1.944,0.955,1.46,1.588,1.698,1.28,1.19,0.943,1.073,0.852,1.183,0.906,1.119,1.607,1.051,0.922,
266.000,14.509,9.017982,2.73684,15.41634,0.1956828,6.908252,2.248,4.179,2.276,2.184,2.566,0.801,2.443,2.341,1.662,1.631,1.887,1.348,1.739,0.734,0.936,1.315,1.49,2.218,1.177,1.097,1.458,1.801,1.252,1.032,1.215,1.021,1.297,1.158,0.873,0.682,1.541,1.157,1.008,0.796,0.77,
267.000,20.185,7.278703,3.126498,14.82712,1.480031,5.735554,3.168318,3.955,1.466,0.971,2.312,1.622,1.685,1.632,1.785,1.506,2.123,2.07,1.755,1.822,1.171,1.72,2.217,1.426,1.111,1.826,0.875,1.299,1.096,1.074,1.535,1.057,1.055,0.784,0.842,1.376,1.077,1.138,0.786,1.239,0.637,
268.000,31.083,9.045251,3.185322,13.61335,-0.6048077,5.083844,2.08859,2.519,2.943,2.406,2.922,2.295,2.539,1.369,2.642,1.472,2.187,1.244,1.84,1.649,1.376,1.571,0.882,1.74,1.51,1.452,0.988,1.075,1.523,1.108,1.147,0.938,0.716,1.142,0.788,1.071,0.719,0.903,0.987,1.072,0.998,
269.000,47.487,12.604,3.419554,12.98923,0.1441487,7.668181,2.189316,2.436,3.027,1.57,2.253,1.946,1.996,2.292,1.302,0.809,1.223,2.122,1.459,0.925,1.942,1.048,1.546,1.211,1.581,1.325,0.796,1.391,0.815,0.854,0.83,1.28,0.731,0.807,1.166,1.132,0.78,0.686,0.703,0.629,0.883,
270.000,59.968,7.647,3.949912,15.52893,-0.3152458,7.97678,1.815089,3.232,2.314,3.273,2.827,2.146,1.704,1.144,0.977,2.051,1.64,1.539,0.475,1.27,0.889,1.288,1.438,1.887,1.739,1.578,1.173,1.423,0.791,1.146,0.624,0.991,1.347,1.281,0.909,1.241,1.557,0.913,1.162,0.641,0.752,
271.000,79.819,8.424,4.001406,14.3309,1.256773,5.945107,1.724441,3.972,1.673,2.62,2.303,2.407,1.806,0.908,2.337,1.446,1.391,0.93,1.447,1.494,1.293,1.708,1.27,1.295,1.4,1.075,1.158,0.942,1.16,1.388,0.678,0.652,0.892,1.071,0.87,1.24,1.24,1.179,0.727,0.656,0.776,
272.000,88.396,9.998,4.62806,10.44211,1.741083,7.105766,1.408119,3.379839,1.723,2.359,2.002,2.204,2.552,1.329,1.292,1.073,2.027,1.123,1.405,0.844,1.493,1.049,1.225,1.181,1.005,0.823,2.013,0.837,0.89,1.036,0.866,1.013,0.915,0.799,0.823,0.92,0.94,0.861,0.69,0.848,0.749,
