,250 scatter peaks interpolated,255 scatter peaks interpolated,260 scatter peaks interpolated,265 scatter peaks interpolated,270 scatter peaks interpolated,275 scatter peaks interpolated,280 scatter peaks interpolated,285 scatter peaks interpolated,290 scatter peaks interpolated,295 scatter peaks interpolated,300 scatter peaks interpolated,305 scatter peaks interpolated,310 scatter peaks interpolated,315 scatter peaks interpolated,320 scatter peaks interpolated,325 scatter peaks interpolated,330 scatter peaks interpolated,335 scatter peaks interpolated,340 scatter peaks interpolated,345 scatter peaks interpolated,350 scatter peaks interpolated,355 scatter peaks interpolated,360 scatter peaks interpolated,365 scatter peaks interpolated,370 scatter peaks interpolated,375 scatter peaks interpolated,380 scatter peaks interpolated,385 scatter peaks interpolated,390 scatter peaks interpolated,395 scatter peaks interpolated,400 scatter peaks interpolated,405 scatter peaks interpolated,410 scatter peaks interpolated,415 scatter peaks interpolated,420 scatter peaks interpolated,425 scatter peaks interpolated,430 scatter peaks interpolated,435 scatter peaks interpolated,440 scatter peaks interpolated,445 scatter peaks interpolated,450 scatter peaks interpolated,
Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,
251.000,-1.1814,-0.6703195,-0.2554621,7.011,6.406,5.873,10.249,6.476,3.982,2.154,2.996,4.704,5.736,2.106,2.689,3.485,3.111,3.025,1.89,2.388,3.955,2.239,2.498,2.872,2.506,3.633,2.715,1.628,1.896,2.555,2.572,2.021,2.18,1.491,2.187,1.038,2.379,1.636,1.829,2.043,1.521,
252.000,-2.065983,1.552232,0.647914,4.011027,16.311,7.818,6.683,4.195,4.881,4.585,2.802,3.192,4.086,5.137,3.322,3.209,-0.145,2.976,1.762,3.282,2.32,2.398,1.402,2.598,2.367,2.905,2.157,2.101,1.672,2.057,2.603,1.55,1.813,1.287,1.929,1.753,2.261,1.89,1.535,1.433,1.603,
253.000,0.7351617,1.83521,-0.2813221,6.121731,6.486,8.903,4.023,5.595,4.516,1.873,4.463,3.855,2.927,0.861,2.058,2.881,2.517,2.569,1.544,2.17,2.866,2.591,2.445,1.418,2.768,2.204,2.499,2.193,2.56,1.989,1.197,2.01,1.507,1.357,1.329,2.327,1.947,1.555,2.236,1.939,1.908,
254.000,-2.28222,2.499622,-0.262583,5.503512,15.111,3.62,2.518,3.585,3.153,5.016,2.39,2.532,2.103,2.845,3.21,3.309,2.18,1.111,1.67,3.084,1.643,2.123,1.613,2.312,2.709,2.885,2.945,1.867,2.104,0.854,1.784,1.088,1.894,1.728,1.743,1.812,2.258,1.971,1.443,2.204,2.079,
255.000,-1.835804,-0.3530488,-0.4557956,7.360288,4.789,5.994,5.851,6.199,4.776,4.998,1.909,3.236,2.999,1.698,1.786,1.943,3.208,2.741,2.363,1.964,1.94,2.085,2.058,1.365,3.814,2.573,2.166,2.123,2.587,1.137,1.69,1.415,1.254,1.795,1.784,1.806,1.567,1.694,0.93,1.541,1.718,
256.000,3.101512,-0.355611,-0.2137683,7.28836,5.78,3.725,3.655,5.881,4.15,2.382,3.81,2.553,1.315,1.632,3.874,1.855,2.317,2.567,2.762,2.404,2.583,2.246,1.411,2.104,1.53,2.194,1.614,2.369,1.832,1.154,1.831,0.958,1.178,1.391,1.378,1.808,1.368,1,1.59,1.886,1.021,
257.000,2.590725,0.7240837,-0.6909951,6.150511,0.5128485,3.862,2.551,2.333,3.776,2.059,2.382,2.493,1.581,2.679,1.795,2.65,1.924,3.989,2.124,2.436,1.792,1.981,2.134,1.936,2.242,1.679,1.577,2.361,1.236,1.8,0.587,1.564,1.324,1.235,1.028,1.325,1.045,0.932,1.618,1.507,1.501,
258.000,1.329589,5.042457,-1.238522,8.388754,5.16177,6.321,5.35,2.831,2.699,3.238,2.546,2.405,1.872,1.545,1.813,2.244,1.101,1.537,1.745,1.495,1.52,1.992,1.947,2.207,1.729,1.911,1.32,1.586,1.364,1.456,1.377,2.145,1.449,1.415,1.042,0.97,1.356,1.759,1.537,1.522,1.705,
259.000,4.024336,1.48367,-1.318257,7.249729,-2.42184,4.413,4.327,6.446,4.68,4.33,1.805,1.983,1.685,1.995,3.011,3.452,2.502,2.093,2.05,2.416,1.098,1.592,1.882,1.506,2.229,1.82,1.909,1.688,1.029,1.302,1.514,1.216,1.317,1.099,1.135,1.8,1.481,1.227,1.696,1.206,1.078,
260.000,1.751337,4.614809,-0.02538006,7.857324,-1.244141,4.048,2.341,2.65,2.191,4.195,2.327,2.483,2.168,1.494,1.147,2.31,2.284,2.614,1.765,1.715,1.199,1.209,1.676,1.545,1.333,1.978,1.658,2.007,1.238,1.545,1.344,1.826,1.226,1.518,1.647,1.358,1.353,1.527,1.111,1.429,1.244,
261.000,4.479471,3.514706,-1.057784,7.288432,-1.542601,5.023,3.083,2.773,2.382,5.152,2.458,2.1,1.841,2.136,1.982,1.936,2.322,1.612,1.145,2.093,1.236,2.337,1.512,1.424,1.843,2.152,1.748,1.241,1.359,1.783,1.708,1.037,1.069,1.026,1.316,1.699,1.394,1.06,0.9,1.553,1.396,
262.000,8.950551,4.704856,-1.440562,5.259166,1.19156,5.179994,2.955,1.218,2.745,3.295,3.902,1.516,2.172,1.062,3.254,2.4,2.04,1.83,1.834,2.097,2.311,2.066,1.417,1.461,1.127,1.631,1.281,1.835,1.798,1.119,1.398,1.339,1.129,1.285,1.183,0.87,1.069,0.971,1.075,1.411,0.898,
263.000,9.186182,6.859934,-1.421051,4.424236,-1.222456,4.944406,3.915,2.592,1.812,3.204,3.008,2.359,1.703,1.506,1.622,2.706,2.017,1.924,2.696,1.164,2.532,1.581,1.784,1.172,2.371,2.391,1.035,1.592,1.118,0.672,1.443,1.151,1.06,1.34,1.233,0.993,0.897,1.39,1.499,1.246,0.962,
264.000,16.413,5.428853,-0.9835944,4.977048,-1.821869,5.26464,3.387,3.076,3.315,1.312,2.174,1.485,2.31,1.48,1.015,2.186,1.948,1.394,1.916,1.908,1.4,0.816,1.529,1.965,1.565,1.56,1.085,1.397,1.404,0.857,1.268,1.162,0.778,1.24,0.984,1.251,1.032,1.714,1.583,1.182,0.996,
